t,mean,lower,upper,variable,iter,simulation,method,fitAttempts,TrueValue
49,0.008640076,0.007820449,0.009488084,Pt,2,Steyn,Eales,1,0.009095267
50,0.008518298,0.007701271,0.009310281,Pt,2,Steyn,Eales,1,0.008884878
51,0.008400806,0.007607078,0.009210898,Pt,2,Steyn,Eales,1,0.008583998
52,0.008285401,0.007502902,0.009105683,Pt,2,Steyn,Eales,1,0.008346741
53,0.008169544,0.007391207,0.009025152,Pt,2,Steyn,Eales,1,0.008201843
54,0.008050696,0.00726644,0.008994926,Pt,2,Steyn,Eales,1,0.008028932
55,0.007926324,0.007165165,0.008882312,Pt,2,Steyn,Eales,1,0.00782082
56,0.007794087,0.007019585,0.008759909,Pt,2,Steyn,Eales,1,0.007701512
57,0.007653723,0.006894746,0.008581266,Pt,2,Steyn,Eales,1,0.007551464
58,0.007506697,0.006749592,0.008424398,Pt,2,Steyn,Eales,1,0.007382552
59,0.007354464,0.006602354,0.008209395,Pt,2,Steyn,Eales,1,0.007115508
60,0.007198371,0.006482626,0.008013717,Pt,2,Steyn,Eales,1,0.00683052
61,0.007039806,0.006352308,0.007779773,Pt,2,Steyn,Eales,1,0.006500285
62,0.006881833,0.006212102,0.007600884,Pt,2,Steyn,Eales,1,0.006351188
63,0.006728523,0.006090803,0.007423325,Pt,2,Steyn,Eales,1,0.006230145
64,0.006583484,0.005884792,0.007284404,Pt,2,Steyn,Eales,1,0.0061266
65,0.006449851,0.005754583,0.007125303,Pt,2,Steyn,Eales,1,0.006038519
66,0.006330261,0.005606657,0.007008314,Pt,2,Steyn,Eales,1,0.005918533
67,0.006225343,0.005509745,0.006884125,Pt,2,Steyn,Eales,1,0.005869264
68,0.006134547,0.005425331,0.00679536,Pt,2,Steyn,Eales,1,0.005835227
69,0.006057368,0.005354397,0.006730112,Pt,2,Steyn,Eales,1,0.005820776
70,0.005993346,0.005297129,0.006658944,Pt,2,Steyn,Eales,1,0.005839697
71,0.005942062,0.005252373,0.006585761,Pt,2,Steyn,Eales,1,0.005876545
72,0.00590299,0.005202872,0.006553375,Pt,2,Steyn,Eales,1,0.006004796
73,0.005875554,0.005176483,0.006564486,Pt,2,Steyn,Eales,1,0.006074233
74,0.005859183,0.005167376,0.006575931,Pt,2,Steyn,Eales,1,0.006169945
75,0.005853298,0.005149168,0.006556523,Pt,2,Steyn,Eales,1,0.006239751
76,0.005857275,0.005158988,0.006542646,Pt,2,Steyn,Eales,1,0.006306194
77,0.005869898,0.005193473,0.006535412,Pt,2,Steyn,Eales,1,0.006298375
78,0.005889645,0.005231359,0.006541066,Pt,2,Steyn,Eales,1,0.006301249
79,0.005914945,0.005283207,0.006572351,Pt,2,Steyn,Eales,1,0.006220913
80,0.005944135,0.005323988,0.006577815,Pt,2,Steyn,Eales,1,0.006156401
81,0.005975622,0.005366095,0.006607416,Pt,2,Steyn,Eales,1,0.006191154
82,0.006008853,0.005405515,0.00662257,Pt,2,Steyn,Eales,1,0.006234964
83,0.00604373,0.00543022,0.006693212,Pt,2,Steyn,Eales,1,0.006183951
84,0.006080102,0.005445817,0.006731414,Pt,2,Steyn,Eales,1,0.006188876
85,0.006117744,0.005485435,0.00678995,Pt,2,Steyn,Eales,1,0.006284747
86,0.006156432,0.005544109,0.00682883,Pt,2,Steyn,Eales,1,0.006371877
87,0.006196101,0.00557786,0.00685994,Pt,2,Steyn,Eales,1,0.006440436
88,0.006236737,0.005612593,0.006891601,Pt,2,Steyn,Eales,1,0.006484963
89,0.006278274,0.005622222,0.006929684,Pt,2,Steyn,Eales,1,0.006533822
90,0.006320578,0.005656313,0.006989606,Pt,2,Steyn,Eales,1,0.006685806
91,0.006363444,0.005672737,0.00704961,Pt,2,Steyn,Eales,1,0.006812636
92,0.006406394,0.005712231,0.007127221,Pt,2,Steyn,Eales,1,0.006837109
93,0.006448837,0.005726654,0.007215369,Pt,2,Steyn,Eales,1,0.006896624
94,0.006490117,0.00571912,0.007282181,Pt,2,Steyn,Eales,1,0.006873001
95,0.006529534,0.005734855,0.007371005,Pt,2,Steyn,Eales,1,0.006768741
96,0.006566627,0.00573756,0.007435449,Pt,2,Steyn,Eales,1,0.006660111
97,0.00660198,0.005720492,0.007537178,Pt,2,Steyn,Eales,1,0.006495593
98,0.006636496,0.005700305,0.007651739,Pt,2,Steyn,Eales,1,0.006275074
99,0.006671051,0.005619884,0.007846106,Pt,2,Steyn,Eales,1,0.006100304
100,0.006706485,0.005494878,0.00801952,Pt,2,Steyn,Eales,1,0.005934242
1,NA,NA,NA,rt,2,Steyn,Eales,1,0.000293043
2,-0.008546952,-0.045525133,0.02006563,rt,2,Steyn,Eales,1,0.001861407
3,-0.008005256,-0.040899468,0.017875905,rt,2,Steyn,Eales,1,0.009010123
4,-0.007297087,-0.036448661,0.016408957,rt,2,Steyn,Eales,1,0.0146803
5,-0.006422369,-0.03246054,0.015449836,rt,2,Steyn,Eales,1,0.008346471
6,-0.005381063,-0.029155233,0.014406937,rt,2,Steyn,Eales,1,0.000444417
7,-0.004211929,-0.026306931,0.013441175,rt,2,Steyn,Eales,1,0.006846959
8,-0.003048312,-0.022620371,0.013124186,rt,2,Steyn,Eales,1,0.000809033
9,-0.00191898,-0.020898118,0.012923716,rt,2,Steyn,Eales,1,-0.002134146
10,-0.000823952,-0.017388441,0.013036649,rt,2,Steyn,Eales,1,-0.007806148
11,0.000236792,-0.0150802,0.012779281,rt,2,Steyn,Eales,1,0.007529285
12,0.001301382,-0.013910672,0.013697373,rt,2,Steyn,Eales,1,0.017808881
13,0.002483276,-0.012059421,0.015668999,rt,2,Steyn,Eales,1,0.0167032
14,0.003803462,-0.01083244,0.016737842,rt,2,Steyn,Eales,1,0.018113949
15,0.005261953,-0.00746463,0.017447711,rt,2,Steyn,Eales,1,0.032738571
16,0.006858412,-0.004636438,0.020043993,rt,2,Steyn,Eales,1,0.036461328
17,0.008471367,-0.002993691,0.023005386,rt,2,Steyn,Eales,1,0.022782403
18,0.009788953,-0.002875559,0.02541816,rt,2,Steyn,Eales,1,0.002534463
19,0.010761898,-0.00254052,0.027694414,rt,2,Steyn,Eales,1,0.003206942
20,0.011390453,-0.00265323,0.029330505,rt,2,Steyn,Eales,1,0.006494468
21,0.011674541,-0.002434568,0.029497739,rt,2,Steyn,Eales,1,-0.000597164
22,0.011540383,-0.002884006,0.03069656,rt,2,Steyn,Eales,1,0.019106944
23,0.010823214,-0.003814098,0.030527206,rt,2,Steyn,Eales,1,0.009132425
24,0.009501184,-0.004646013,0.029297118,rt,2,Steyn,Eales,1,0.003630009
25,0.007574745,-0.006117718,0.025930987,rt,2,Steyn,Eales,1,0.0018436
26,0.005045612,-0.007189671,0.021710711,rt,2,Steyn,Eales,1,0.010302062
27,0.002091574,-0.009997871,0.017315808,rt,2,Steyn,Eales,1,0.022868418
28,-0.000942205,-0.013052924,0.013719531,rt,2,Steyn,Eales,1,0.017470956
29,-0.004016355,-0.017146701,0.009013549,rt,2,Steyn,Eales,1,-0.002253612
30,-0.007131186,-0.020691543,0.004644777,rt,2,Steyn,Eales,1,-0.005424531
31,-0.010285047,-0.024740664,0.001315118,rt,2,Steyn,Eales,1,-0.009796409
32,-0.013321441,-0.031161107,-0.000613093,rt,2,Steyn,Eales,1,-0.013867307
33,-0.015974422,-0.034767424,-0.001980906,rt,2,Steyn,Eales,1,-0.029276732
34,-0.018217925,-0.038410277,-0.004232712,rt,2,Steyn,Eales,1,-0.024328371
35,-0.020051493,-0.040489436,-0.006574378,rt,2,Steyn,Eales,1,-0.009634426
36,-0.021474643,-0.040626456,-0.008723935,rt,2,Steyn,Eales,1,-0.031385453
37,-0.022486011,-0.041205833,-0.009160199,rt,2,Steyn,Eales,1,-0.027337866
38,-0.023083712,-0.04169676,-0.009273463,rt,2,Steyn,Eales,1,-0.020821291
39,-0.023267087,-0.041645038,-0.009467796,rt,2,Steyn,Eales,1,-0.02919017
40,-0.023035605,-0.040833044,-0.010256657,rt,2,Steyn,Eales,1,-0.036671067
41,-0.022392714,-0.039235263,-0.010177999,rt,2,Steyn,Eales,1,-0.034039685
42,-0.02148862,-0.036761073,-0.008608858,rt,2,Steyn,Eales,1,-0.035463185
43,-0.02051868,-0.035249372,-0.00627026,rt,2,Steyn,Eales,1,-0.036053172
44,-0.019495884,-0.034289628,-0.004632788,rt,2,Steyn,Eales,1,-0.020215844
45,-0.018420154,-0.031259826,-0.003463569,rt,2,Steyn,Eales,1,-0.014311189
46,-0.017295206,-0.029341299,-0.00136888,rt,2,Steyn,Eales,1,-0.002471563
47,-0.016230983,-0.028578978,0.000559479,rt,2,Steyn,Eales,1,0.01214392
48,-0.015352769,-0.027599804,0.002361942,rt,2,Steyn,Eales,1,0.00734366
49,-0.014667431,-0.027345082,0.00330569,rt,2,Steyn,Eales,1,-0.012258796
50,-0.014174992,-0.027133596,0.004790138,rt,2,Steyn,Eales,1,-0.023403436
51,-0.01387821,-0.027131897,0.006425252,rt,2,Steyn,Eales,1,-0.034451046
52,-0.013839129,-0.027240352,0.008039318,rt,2,Steyn,Eales,1,-0.028028507
53,-0.014119739,-0.028263153,0.007650777,rt,2,Steyn,Eales,1,-0.017512347
54,-0.014722731,-0.028218147,0.005151376,rt,2,Steyn,Eales,1,-0.021307386
55,-0.015648124,-0.028595952,0.002338065,rt,2,Steyn,Eales,1,-0.026262033
56,-0.01688362,-0.029239421,-0.001200313,rt,2,Steyn,Eales,1,-0.015372789
57,-0.018201052,-0.03166405,-0.00410661,rt,2,Steyn,Eales,1,-0.019675148
58,-0.019400019,-0.035674006,-0.005590515,rt,2,Steyn,Eales,1,-0.022622124
59,-0.020473624,-0.037622705,-0.007668403,rt,2,Steyn,Eales,1,-0.036842796
60,-0.021421755,-0.039125683,-0.009168553,rt,2,Steyn,Eales,1,-0.040875738
61,-0.022228636,-0.042803881,-0.009502228,rt,2,Steyn,Eales,1,-0.049554859
62,-0.02265903,-0.046933138,-0.008989295,rt,2,Steyn,Eales,1,-0.023204099
63,-0.022531524,-0.048358021,-0.008443759,rt,2,Steyn,Eales,1,-0.019242329
64,-0.021840949,-0.047472086,-0.007810689,rt,2,Steyn,Eales,1,-0.016759699
65,-0.020586856,-0.043973249,-0.007191894,rt,2,Steyn,Eales,1,-0.014481065
66,-0.018794334,-0.037784202,-0.005637662,rt,2,Steyn,Eales,1,-0.020070166
67,-0.016777095,-0.034014504,-0.004040419,rt,2,Steyn,Eales,1,-0.008359384
68,-0.014746851,-0.031908171,-0.001257216,rt,2,Steyn,Eales,1,-0.005816002
69,-0.012707621,-0.029605567,0.001719885,rt,2,Steyn,Eales,1,-0.002479618
70,-0.010659445,-0.026257784,0.003740741,rt,2,Steyn,Eales,1,0.003245227
71,-0.00860693,-0.024547047,0.006778641,rt,2,Steyn,Eales,1,0.006290079
72,-0.006596927,-0.022871923,0.010511709,rt,2,Steyn,Eales,1,0.0215896
73,-0.004657061,-0.020014626,0.014126423,rt,2,Steyn,Eales,1,0.011497122
74,-0.002787683,-0.017574747,0.016085375,rt,2,Steyn,Eales,1,0.015634257
75,-0.00098879,-0.014510569,0.017412403,rt,2,Steyn,Eales,1,0.01125038
76,0.000724098,-0.012447982,0.019308174,rt,2,Steyn,Eales,1,0.010592081
77,0.00221623,-0.012038896,0.02061722,rt,2,Steyn,Eales,1,-0.001240762
78,0.003418256,-0.010517296,0.023386582,rt,2,Steyn,Eales,1,0.000456252
79,0.004329675,-0.010226306,0.023129191,rt,2,Steyn,Eales,1,-0.012831233
80,0.00495058,-0.009583983,0.022653776,rt,2,Steyn,Eales,1,-0.010424348
81,0.005303581,-0.009681271,0.022217748,rt,2,Steyn,Eales,1,0.005629165
82,0.005555337,-0.010131446,0.023449963,rt,2,Steyn,Eales,1,0.007051383
83,0.005780575,-0.00958476,0.024133082,rt,2,Steyn,Eales,1,-0.008215515
84,0.005979719,-0.009073334,0.02427578,rt,2,Steyn,Eales,1,0.000796168
85,0.006152831,-0.00748238,0.022321834,rt,2,Steyn,Eales,1,0.015372071
86,0.006300514,-0.007274101,0.022209634,rt,2,Steyn,Eales,1,0.013768491
87,0.006426507,-0.008150264,0.023394101,rt,2,Steyn,Eales,1,0.010702194
88,0.006532303,-0.008965751,0.023722607,rt,2,Steyn,Eales,1,0.006889945
89,0.00661797,-0.009435362,0.023609712,rt,2,Steyn,Eales,1,0.007505959
90,0.006683568,-0.00841596,0.022660447,rt,2,Steyn,Eales,1,0.022994626
91,0.006718581,-0.008293604,0.023005724,rt,2,Steyn,Eales,1,0.01879236
92,0.006666093,-0.010179106,0.024536818,rt,2,Steyn,Eales,1,0.00358585
93,0.006507001,-0.011834574,0.02595435,rt,2,Steyn,Eales,1,0.008667089
94,0.006241356,-0.01343217,0.026212377,rt,2,Steyn,Eales,1,-0.003431196
95,0.005869189,-0.014850426,0.026772694,rt,2,Steyn,Eales,1,-0.015285744
96,0.00541761,-0.017828301,0.02806134,rt,2,Steyn,Eales,1,-0.016178919
97,0.005012846,-0.021524323,0.029873422,rt,2,Steyn,Eales,1,-0.025012333
98,0.00469156,-0.025187876,0.031493964,rt,2,Steyn,Eales,1,-0.034538556
99,0.0044538,-0.02687321,0.033369853,rt,2,Steyn,Eales,1,-0.028246635
100,0.004299596,-0.029352249,0.034757671,rt,2,Steyn,Eales,1,-0.027599452
1,58.58666667,39,82,nPos,2,Steyn,Eales,1,68
2,57.74555556,38,77,nPos,2,Steyn,Eales,1,66
3,57.31333333,39,77.525,nPos,2,Steyn,Eales,1,60
4,56.24111111,37,78,nPos,2,Steyn,Eales,1,46
5,56.43666667,38.475,77,nPos,2,Steyn,Eales,1,46
6,55.91444444,38,77.525,nPos,2,Steyn,Eales,1,49
7,56.36555556,38,78,nPos,2,Steyn,Eales,1,56
8,55.38,37,77.525,nPos,2,Steyn,Eales,1,58
9,55.48,38,76,nPos,2,Steyn,Eales,1,58
10,55.65888889,37.475,76.525,nPos,2,Steyn,Eales,1,62
11,55.16777778,38,74,nPos,2,Steyn,Eales,1,60
12,55.55111111,38,76.525,nPos,2,Steyn,Eales,1,54
13,55.30666667,39,74.525,nPos,2,Steyn,Eales,1,49
14,55.76888889,38,77,nPos,2,Steyn,Eales,1,57
15,56.50888889,38,77,nPos,2,Steyn,Eales,1,51
16,56.75333333,38,77,nPos,2,Steyn,Eales,1,34
17,56.74888889,39,78,nPos,2,Steyn,Eales,1,69
18,57.64111111,39,78.525,nPos,2,Steyn,Eales,1,54
19,58.09,39,78,nPos,2,Steyn,Eales,1,53
20,59.02666667,41,80,nPos,2,Steyn,Eales,1,65
21,59.32777778,40,79.525,nPos,2,Steyn,Eales,1,56
22,60.50555556,42,81,nPos,2,Steyn,Eales,1,59
23,61.12444444,43.475,83,nPos,2,Steyn,Eales,1,51
24,61.76333333,42,84,nPos,2,Steyn,Eales,1,61
25,61.96,41,84,nPos,2,Steyn,Eales,1,66
26,62.44222222,45,82,nPos,2,Steyn,Eales,1,53
27,62.21,43,83,nPos,2,Steyn,Eales,1,93
28,61.90777778,43,84,nPos,2,Steyn,Eales,1,66
29,62.12666667,43,83,nPos,2,Steyn,Eales,1,88
30,61.27333333,43,84,nPos,2,Steyn,Eales,1,69
31,61.58777778,43,83,nPos,2,Steyn,Eales,1,43
32,60.10111111,42.475,79,nPos,2,Steyn,Eales,1,67
33,59.87666667,40,81,nPos,2,Steyn,Eales,1,61
34,58.15888889,40,79,nPos,2,Steyn,Eales,1,60
35,56.99666667,39,77,nPos,2,Steyn,Eales,1,57
36,55.91666667,37,75,nPos,2,Steyn,Eales,1,52
37,54.47777778,37,73.525,nPos,2,Steyn,Eales,1,62
38,53.36,37,73.525,nPos,2,Steyn,Eales,1,62
39,52.26111111,34.475,72,nPos,2,Steyn,Eales,1,37
40,51.4,33.475,71,nPos,2,Steyn,Eales,1,48
41,49.68111111,33,68,nPos,2,Steyn,Eales,1,39
42,48.87333333,33,68,nPos,2,Steyn,Eales,1,57
43,47.98888889,31.475,67,nPos,2,Steyn,Eales,1,39
44,46.87222222,31.475,65,nPos,2,Steyn,Eales,1,37
45,46.15222222,31,64.525,nPos,2,Steyn,Eales,1,48
46,45.32888889,30,63,nPos,2,Steyn,Eales,1,51
47,44.92333333,29,63.525,nPos,2,Steyn,Eales,1,42
48,43.99777778,29,62.05,nPos,2,Steyn,Eales,1,44
49,43.30444444,26.475,61.525,nPos,2,Steyn,Eales,1,35
50,42.57555556,26,60,nPos,2,Steyn,Eales,1,50
51,41.85777778,26,60,nPos,2,Steyn,Eales,1,40
52,41.72888889,26,58,nPos,2,Steyn,Eales,1,34
53,40.63,26,58,nPos,2,Steyn,Eales,1,38
54,40.53111111,26,58,nPos,2,Steyn,Eales,1,49
55,39.30444444,25,54,nPos,2,Steyn,Eales,1,33
56,39.07,24,55,nPos,2,Steyn,Eales,1,36
57,38.52222222,23,56.525,nPos,2,Steyn,Eales,1,53
58,37.64222222,23,53,nPos,2,Steyn,Eales,1,53
59,36.59,22,53,nPos,2,Steyn,Eales,1,48
60,36.34111111,21.475,52,nPos,2,Steyn,Eales,1,42
61,35.38333333,22,50,nPos,2,Steyn,Eales,1,31
62,33.88222222,21,49,nPos,2,Steyn,Eales,1,32
63,33.55111111,20,50,nPos,2,Steyn,Eales,1,29
64,32.59333333,19,48,nPos,2,Steyn,Eales,1,28
65,32.24888889,19,47,nPos,2,Steyn,Eales,1,26
66,31.89444444,18.475,47.525,nPos,2,Steyn,Eales,1,27
67,30.78666667,18,47,nPos,2,Steyn,Eales,1,22
68,30.63,17,47,nPos,2,Steyn,Eales,1,28
69,30.38444444,18,45,nPos,2,Steyn,Eales,1,41
70,30.10666667,17,45,nPos,2,Steyn,Eales,1,28
71,29.39555556,16.475,45,nPos,2,Steyn,Eales,1,31
72,28.80888889,16,44,nPos,2,Steyn,Eales,1,22
73,29.25666667,17,45,nPos,2,Steyn,Eales,1,35
74,29.04,16,44,nPos,2,Steyn,Eales,1,24
75,29.09777778,16,45,nPos,2,Steyn,Eales,1,23
76,29.14333333,17,43,nPos,2,Steyn,Eales,1,30
77,29.48111111,17,45,nPos,2,Steyn,Eales,1,25
78,29.47666667,17,44,nPos,2,Steyn,Eales,1,26
79,29.32555556,16.475,44,nPos,2,Steyn,Eales,1,27
80,29.90888889,17,45,nPos,2,Steyn,Eales,1,38
81,29.47111111,17,44,nPos,2,Steyn,Eales,1,34
82,30.03555556,17,44.525,nPos,2,Steyn,Eales,1,35
83,30.23555556,18,45,nPos,2,Steyn,Eales,1,34
84,29.95666667,17,44.525,nPos,2,Steyn,Eales,1,32
85,30.76666667,18,46,nPos,2,Steyn,Eales,1,26
86,30.75333333,17,47,nPos,2,Steyn,Eales,1,22
87,31.04333333,18,46.525,nPos,2,Steyn,Eales,1,39
88,31.68444444,19,46,nPos,2,Steyn,Eales,1,29
89,31.34888889,18,46,nPos,2,Steyn,Eales,1,29
90,31.37,19,46,nPos,2,Steyn,Eales,1,27
91,31.55777778,19,47,nPos,2,Steyn,Eales,1,37
92,32.30888889,19,49,nPos,2,Steyn,Eales,1,29
93,32.11222222,20,47,nPos,2,Steyn,Eales,1,27
94,32.21666667,18,48,nPos,2,Steyn,Eales,1,42
95,32.62333333,19,49,nPos,2,Steyn,Eales,1,27
96,32.90111111,19,48,nPos,2,Steyn,Eales,1,38
97,33.11444444,19,49,nPos,2,Steyn,Eales,1,44
98,32.83,20,48,nPos,2,Steyn,Eales,1,25
99,33.48222222,19,51,nPos,2,Steyn,Eales,1,36
100,33.66666667,19,51,nPos,2,Steyn,Eales,1,29
1,0.010017342,0.008467967,0.011920869,Pt,3,Steyn,Eales,1,0.009995702
2,0.009812888,0.008420808,0.011337533,Pt,3,Steyn,Eales,1,0.009854385
3,0.009616195,0.008389927,0.010932638,Pt,3,Steyn,Eales,1,0.009615012
4,0.00942628,0.008329128,0.010579595,Pt,3,Steyn,Eales,1,0.009451365
5,0.009242262,0.008243796,0.010280577,Pt,3,Steyn,Eales,1,0.009349003
6,0.009063335,0.008143529,0.010051932,Pt,3,Steyn,Eales,1,0.009329044
7,0.008888994,0.008036612,0.00985506,Pt,3,Steyn,Eales,1,0.009206203
8,0.008719538,0.007916503,0.009598282,Pt,3,Steyn,Eales,1,0.009057328
9,0.008555421,0.007773787,0.009375871,Pt,3,Steyn,Eales,1,0.009000205
10,0.008397056,0.007617518,0.009139471,Pt,3,Steyn,Eales,1,0.008890373
11,0.008244803,0.007483948,0.008986687,Pt,3,Steyn,Eales,1,0.008664279
12,0.008098797,0.007335881,0.008868713,Pt,3,Steyn,Eales,1,0.008507206
13,0.007958615,0.007219452,0.00869636,Pt,3,Steyn,Eales,1,0.008255578
14,0.007823757,0.007107925,0.008565508,Pt,3,Steyn,Eales,1,0.007999878
15,0.007693735,0.006960194,0.008434301,Pt,3,Steyn,Eales,1,0.007847097
16,0.007568078,0.006829743,0.008321803,Pt,3,Steyn,Eales,1,0.007668358
17,0.007446371,0.006722667,0.008170275,Pt,3,Steyn,Eales,1,0.007610047
18,0.007328271,0.006602695,0.008025445,Pt,3,Steyn,Eales,1,0.007523396
19,0.007213446,0.006503365,0.007873863,Pt,3,Steyn,Eales,1,0.007332069
20,0.007101549,0.006415002,0.007755526,Pt,3,Steyn,Eales,1,0.007157359
21,0.006992223,0.006324799,0.007641566,Pt,3,Steyn,Eales,1,0.007108805
22,0.00688521,0.006178323,0.007524134,Pt,3,Steyn,Eales,1,0.007133168
23,0.006780479,0.00608431,0.007411077,Pt,3,Steyn,Eales,1,0.0071473
24,0.006678023,0.006008273,0.007325338,Pt,3,Steyn,Eales,1,0.007136746
25,0.006577812,0.00591686,0.007206914,Pt,3,Steyn,Eales,1,0.007195884
26,0.006479809,0.005844871,0.007111864,Pt,3,Steyn,Eales,1,0.007092626
27,0.006384072,0.005778678,0.007025126,Pt,3,Steyn,Eales,1,0.006862476
28,0.006290818,0.00568283,0.006919786,Pt,3,Steyn,Eales,1,0.006629624
29,0.006200251,0.00558935,0.006821207,Pt,3,Steyn,Eales,1,0.006380921
30,0.00611253,0.005493394,0.006736469,Pt,3,Steyn,Eales,1,0.006207961
31,0.006027776,0.00539695,0.006655317,Pt,3,Steyn,Eales,1,0.005995182
32,0.005945997,0.005313813,0.006551123,Pt,3,Steyn,Eales,1,0.00578435
33,0.005867039,0.005237035,0.006473386,Pt,3,Steyn,Eales,1,0.00566426
34,0.00579072,0.005177381,0.006390683,Pt,3,Steyn,Eales,1,0.005496294
35,0.005716842,0.005118816,0.006311771,Pt,3,Steyn,Eales,1,0.005353434
36,0.005645192,0.005041994,0.006249811,Pt,3,Steyn,Eales,1,0.005262066
37,0.005575582,0.004995743,0.006182373,Pt,3,Steyn,Eales,1,0.005153064
38,0.00550786,0.004927445,0.00612708,Pt,3,Steyn,Eales,1,0.005025099
39,0.00544187,0.004876481,0.006056998,Pt,3,Steyn,Eales,1,0.004973677
40,0.005377445,0.004817857,0.005990965,Pt,3,Steyn,Eales,1,0.004962219
41,0.005314415,0.004747461,0.005923662,Pt,3,Steyn,Eales,1,0.004981384
42,0.005252839,0.004683408,0.005853007,Pt,3,Steyn,Eales,1,0.005030619
43,0.005193063,0.004648453,0.005806043,Pt,3,Steyn,Eales,1,0.005095322
44,0.005135423,0.004587645,0.005737764,Pt,3,Steyn,Eales,1,0.005086977
45,0.005080219,0.004506898,0.005672689,Pt,3,Steyn,Eales,1,0.005050375
46,0.005027713,0.004478364,0.005603148,Pt,3,Steyn,Eales,1,0.004993799
47,0.004977809,0.004464149,0.005562199,Pt,3,Steyn,Eales,1,0.004940703
48,0.004930028,0.004409092,0.005495392,Pt,3,Steyn,Eales,1,0.004842798
49,0.004883872,0.004353037,0.005434017,Pt,3,Steyn,Eales,1,0.004792598
50,0.00483884,0.004301179,0.005391915,Pt,3,Steyn,Eales,1,0.004723696
51,0.004794443,0.004243841,0.005350643,Pt,3,Steyn,Eales,1,0.00465994
52,0.004750298,0.004202292,0.005291106,Pt,3,Steyn,Eales,1,0.004590554
53,0.004706136,0.004161702,0.005255608,Pt,3,Steyn,Eales,1,0.004474394
54,0.004661689,0.004126126,0.005228946,Pt,3,Steyn,Eales,1,0.004419103
55,0.004616687,0.004071923,0.005167696,Pt,3,Steyn,Eales,1,0.004404951
56,0.004570862,0.004006493,0.005113436,Pt,3,Steyn,Eales,1,0.004412825
57,0.004523993,0.003952246,0.005091644,Pt,3,Steyn,Eales,1,0.004395556
58,0.004475891,0.003907428,0.005051946,Pt,3,Steyn,Eales,1,0.004295691
59,0.004426355,0.003854703,0.00501865,Pt,3,Steyn,Eales,1,0.004152667
60,0.004375171,0.003783289,0.004966698,Pt,3,Steyn,Eales,1,0.004050867
61,0.004322118,0.003730789,0.004929433,Pt,3,Steyn,Eales,1,0.004064792
62,0.004266896,0.003668449,0.004855321,Pt,3,Steyn,Eales,1,0.004087162
63,0.004209147,0.003604146,0.004815397,Pt,3,Steyn,Eales,1,0.004065596
64,0.004148529,0.003540979,0.004765677,Pt,3,Steyn,Eales,1,0.00401601
65,0.004084703,0.003480938,0.004712671,Pt,3,Steyn,Eales,1,0.004010542
66,0.004017365,0.003414815,0.004632903,Pt,3,Steyn,Eales,1,0.004086087
67,0.003946437,0.003343626,0.004565487,Pt,3,Steyn,Eales,1,0.004113
68,0.003871994,0.003277288,0.004484742,Pt,3,Steyn,Eales,1,0.004122814
69,0.003794129,0.0032184,0.004386473,Pt,3,Steyn,Eales,1,0.004117724
70,0.003712943,0.003157782,0.004305434,Pt,3,Steyn,Eales,1,0.004098214
71,0.00362857,0.003086759,0.004216245,Pt,3,Steyn,Eales,1,0.004094396
72,0.003541314,0.003008857,0.004103443,Pt,3,Steyn,Eales,1,0.004058593
73,0.003451573,0.002943792,0.003983488,Pt,3,Steyn,Eales,1,0.003999864
74,0.003359735,0.002880221,0.003879941,Pt,3,Steyn,Eales,1,0.003982253
75,0.00326617,0.002793754,0.00378123,Pt,3,Steyn,Eales,1,0.003939439
76,0.00317126,0.002727724,0.003669662,Pt,3,Steyn,Eales,1,0.003831248
77,0.00307552,0.002646149,0.003556715,Pt,3,Steyn,Eales,1,0.00369072
78,0.002979499,0.002567641,0.003442905,Pt,3,Steyn,Eales,1,0.003576396
79,0.002883687,0.002486107,0.003332133,Pt,3,Steyn,Eales,1,0.003480992
80,0.002788519,0.002396807,0.003216616,Pt,3,Steyn,Eales,1,0.003340802
81,0.002694388,0.002317579,0.003111033,Pt,3,Steyn,Eales,1,0.003212725
82,0.002601672,0.002234475,0.003011935,Pt,3,Steyn,Eales,1,0.003068262
83,0.002510711,0.002138923,0.002903946,Pt,3,Steyn,Eales,1,0.002905677
84,0.002421787,0.002044181,0.002797398,Pt,3,Steyn,Eales,1,0.002757719
85,0.002335129,0.001954091,0.002717866,Pt,3,Steyn,Eales,1,0.002614189
86,0.002250916,0.001862619,0.002634023,Pt,3,Steyn,Eales,1,0.002484555
87,0.002169278,0.001781098,0.002562583,Pt,3,Steyn,Eales,1,0.002378851
88,0.002090305,0.001694177,0.002503164,Pt,3,Steyn,Eales,1,0.002271622
89,0.00201406,0.001618151,0.002450574,Pt,3,Steyn,Eales,1,0.002208483
90,0.00194058,0.001537938,0.002406754,Pt,3,Steyn,Eales,1,0.002142874
91,0.001869877,0.001471048,0.002353053,Pt,3,Steyn,Eales,1,0.002076044
92,0.001801936,0.001406421,0.002309665,Pt,3,Steyn,Eales,1,0.002017448
93,0.001736727,0.001342484,0.002259369,Pt,3,Steyn,Eales,1,0.00194758
94,0.001674214,0.001270944,0.002206846,Pt,3,Steyn,Eales,1,0.001873776
95,0.00161435,0.001202945,0.002164412,Pt,3,Steyn,Eales,1,0.001810948
96,0.001557077,0.001141638,0.00212278,Pt,3,Steyn,Eales,1,0.001761115
